"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"224","Josh Manson","ANA, COL","D","67","1270.1333333333","18.957213930348","0.28","0.47","0.19","0.28","0.76","39.02","4.35","6.52","0.21","8.13","5.76","2.69","0.76","0.24","0.33","3.07","1.32","1.18","0.14","0","0.61","2.03","1.8","8.46","4.68","3.21","0","0","-"
"337","Cedric Paquette","MTL","C","24","212.65","8.8604166666667","0","0.56","0.28","0.28","0.56","66.67","4.51","0.00","0.36","7.34","5.93","3.95","1.69","0","0.28","7.05","1.98","1.41","0.28","0.28","0.28","1.13","1.41","16.36","3.67","3.1","8.75","20.6","8.41"
"344","Vinnie Hinostroza","BUF","C","62","861.83333333333","13.900537634409","0.91","0.84","0.56","0.28","1.74","75.76","6.4","14.13","0.58","10.72","8.49","4.59","2.16","0.35","0.42","1.67","0.77","0.77","0","0","0.97","1.81","1.53","1.74","4.18","0.77","0.84","1.11","2.98"
"523","Erik Cernak","T.B","D","55","1053.4166666667","19.15303030303","0.06","0.68","0.4","0.28","0.74","30.23","4.9","1.16","0.2","10.02","7.23","2.56","0.46","0.4","0.34","2.62","1.08","0.97","0.11","0","1.08","0.97","1.2","9.4","5.18","2.22","0","0","-"
"552","Nicolas Meloche","S.J","D","50","843.78333333333","16.875666666667","0.14","0.36","0.07","0.28","0.5","25.00","2.56","5.56","0.11","6.68","3.7","1.99","0.21","0.07","0.78","2.77","1.21","1.14","0.07","0","0.64","1.85","1.21","11.24","4.84","1.21","0","0","-"
"795","Noah Cates","PHI","L","16","211.93333333333","13.245833333333","1.42","1.13","0.85","0.28","2.55","75.00","6.51","21.74","0.91","12.17","9.06","9.63","5.95","1.7","0.57","1.13","0.57","0.57","0","0","0.57","0.85","2.83","5.95","4.81","1.7","0","1.98","0.00"
"824","Philipp Kurashev","CHI","C","67","861.21666666667","12.853980099502","0.42","1.05","0.77","0.28","1.46","70.00","5.99","6.98","0.54","9.89","7.32","5.85","2.44","0.21","0.56","0.84","0.42","0.42","0","0","1.05","0.77","1.67","2.16","5.85","1.95","3.55","4.88","2.94"
"26","Andrej Sekera","DAL","D","32","438.86666666667","13.714583333333","0.14","0.41","0.14","0.27","0.55","33.33","3.55","3.85","0.12","7.25","4.79","1.09","0.27","0.14","0.68","2.19","1.09","1.09","0","0","0.41","1.91","0.41","2.05","4.79","3.28","0","0","-"
"69","James van Riemsdyk","PHI","L","82","1321.2166666667","16.112398373984","1.09","0.64","0.36","0.27","1.73","64.41","8.49","12.83","1.12","12.94","11.13","8.86","5.36","0.45","1.32","1.14","0.5","0.45","0.05","0","0.36","1.32","1.36","1.54","3.81","1.14","0.45","0.64","1.89"
"71","Sam Gagner","DET","C","81","1103.3166666667","13.621193415638","0.71","0.98","0.71","0.27","1.69","67.39","7.18","9.85","0.68","10.06","8.59","4.95","2.34","0.22","0.76","1.74","0.87","0.87","0","0","0.38","0.76","1.31","1.14","3.59","1.25","7.72","8.81","2.54"
"284","Barclay Goodrow","NYR","C","79","1320.2666666667","16.71223628692","0.59","0.91","0.64","0.27","1.5","58.93","5.27","11.21","0.78","8.27","7.13","5.68","3.45","0.32","0.55","3.14","1.14","0.95","0.14","0.05","0.91","1.68","1.77","5.91","3.64","2.32","16.59","17.09","2.24"
"325","Jordan Martinook","CAR","L","59","660.85","11.200847457627","0.54","0.82","0.54","0.27","1.36","62.50","6.99","7.79","0.76","13.8","10.99","8.26","4.36","0.73","0.73","2","1","1","0","0","0.54","1.36","1","7.54","9.53","1","2.09","2.54","4.09"
"347","Ben Hutton","VGK","D","58","897","15.465517241379","0.2","0.67","0.4","0.27","0.87","32.50","5.22","3.85","0.23","11.1","6.89","2.21","0.33","0.27","0.47","2.14","0.67","0.4","0.27","0","0.54","1.27","1.07","3.28","9.57","4.41","0","0","-"
"356","Danny DeKeyser","DET","D","59","1091.75","18.504237288136","0","0.6","0.33","0.27","0.6","28.95","3.13","0.00","0.15","6.54","4.01","1.87","0.27","0.16","0.38","1.43","0.71","0.71","0","0","0","1.15","0.38","2.69","2.69","4.73","0","0","-"
"500","Jake Evans","MTL","C","72","1122.85","15.595138888889","0.69","0.85","0.59","0.27","1.55","64.44","6.63","10.48","0.63","10.42","8.28","6.36","3.21","0.21","0.48","1.18","0.59","0.59","0","0","0.85","1.76","2.08","4.7","6.04","1.98","24.63","24.85","2.66"
"556","Lawson Crouse","ARI","L","65","1131.95","17.414615384615","1.06","0.74","0.48","0.27","1.8","66.67","6.94","15.27","0.85","11.87","9.7","7.84","3.87","0.48","0.85","2.76","1.06","0.85","0.21","0","0.85","1.22","1.54","9.59","4.88","1.8","0.85","1.7","1.77"
"611","Brandon Tanev","SEA","L","30","437.06666666667","14.568888888889","1.24","0.82","0.55","0.27","2.06","78.95","7","17.65","1","10.57","8.79","6.59","4.26","0.69","1.1","1.78","0.69","0.55","0.14","0","0.82","1.51","1.37","13.45","7.69","2.75","0.14","0.14","6.86"
"624","Libor Hajek","NYR","D","17","223.18333333333","13.128431372549","0","0.27","0","0.27","0.27","25.00","3.23","0.00","0.1","5.91","4.03","1.61","0.27","0.27","0","2.15","1.08","1.08","0","0","0.54","1.08","0.54","1.88","7.26","6.18","0","0","-"
"695","Oskar Steen","BOS","C","20","221.46666666667","11.073333333333","0.54","1.08","0.81","0.27","1.63","85.71","6.77","8.00","0.54","11.65","9.21","5.96","1.63","0.81","0.81","1.63","0.81","0.81","0","0","1.08","1.35","2.44","8.67","7.59","2.17","0.27","1.35","4.52"
"717","Zach Aston-Reese","ANA, PIT","C, L","69","899.58333333333","13.037439613527","0.33","0.67","0.4","0.27","1","48.39","5.2","6.41","0.53","8.67","6.8","4.54","2.6","0.33","0.73","1.87","0.73","0.6","0.13","0","0.4","0.67","1.27","15.41","6.14","2.67","0.27","0.27","3.33"
"953","Drew O'Connor","PIT","L","22","226.23333333333","10.283333333333","0.8","0.53","0.27","0.27","1.33","62.50","10.61","7.50","1.01","16.44","14.32","11.93","4.24","0","1.06","1.06","0.53","0.53","0","0","0.53","1.33","2.39","3.18","9.55","1.06","4.77","9.02","9.18"
"15","Brad Richardson","CGY, VAN","R","44","453.5","10.306818181818","0.53","0.53","0.26","0.26","1.06","66.67","4.1","12.90","0.46","9.13","6.35","4.5","2.12","0.13","0.66","4.63","1.59","1.32","0.13","0.13","1.32","1.19","0.93","7.81","7.14","2.25","18.39","13.23","7.69"
"99","Luke Schenn","VAN","D","66","1135.5","17.204545454545","0.26","0.63","0.37","0.26","0.9","36.96","4.12","6.41","0.2","8.61","5.34","1.48","0.16","0.05","0.37","3.22","1.06","0.69","0.37","0","0.48","2.22","0.37","14.43","5.65","4.86","0","0","-"
"144","Zack Kassian","EDM","R","58","683.63333333333","11.786781609195","0.53","1.14","0.88","0.26","1.67","52.78","5.09","10.34","0.6","9.04","7.37","5.79","3.42","0.44","0.44","5.53","1.67","1.23","0.26","0.18","0.88","1.93","1.14","13.52","4.13","0.53","0.26","0.35","3.76"
"173","Radko Gudas","FLA","D","77","1387.2166666667","18.015800865801","0.13","0.56","0.3","0.26","0.69","21.05","4.33","3.00","0.16","9.6","6.23","2.08","0.26","0.3","0.43","4.54","1.64","1.3","0.3","0.04","1.25","2.47","1.21","15.35","6.06","4.97","0","0","-"
"228","Dylan DeMelo","WPG","D","76","1405.9333333333","18.499122807018","0.04","0.51","0.26","0.26","0.55","25.00","3.33","1.28","0.15","6.02","4.18","1.32","0.3","0.13","0.38","1.19","0.6","0.6","0","0","0.34","2.09","0.73","4.82","4.82","4.44","0","0","-"
"320","Devin Shore","EDM","C","49","468.51666666667","9.5615646258503","0.64","0.77","0.51","0.26","1.41","64.71","4.61","13.89","0.52","8.32","6.66","5.25","2.31","0.38","0.51","1.28","0.64","0.64","0","0","0.38","1.02","1.92","8.58","6.53","2.43","13.06","14.34","6.10"
"406","Zach Sanford","OTT, WPG","L","80","1143.9166666667","14.298958333333","0.47","0.63","0.37","0.26","1.1","51.22","5.45","8.65","0.72","10.96","8.76","7.24","3.83","0.37","0.68","2.62","0.94","0.73","0.21","0","1.05","1.15","1.89","8.86","5.87","3.25","0.26","0.89","1.19"
"413","Sean Monahan","CGY","C","65","913.85","14.059230769231","0.53","0.98","0.72","0.26","1.51","54.76","7.29","7.21","0.84","12.93","9.91","8.67","3.74","0.33","0.72","1.58","0.79","0.79","0","0","0.66","1.84","2.1","3.87","3.09","1.38","27.25","23.9","3.50"
"476","Michael Amadio","TOR, VGK","C","56","681","12.160714285714","0.97","0.62","0.35","0.26","1.59","62.07","5.64","17.19","0.6","9.6","7.31","5.73","3","0.53","0.53","1.32","0.53","0.44","0.09","0","0.97","0.97","2.29","3.7","6.61","1.15","2.64","3.7","3.67"
"490","Dysin Mayo","ARI","D","67","1400.1166666667","20.897263681592","0.17","0.34","0.09","0.26","0.51","26.67","3.26","5.26","0.12","6.77","4.54","1.71","0.21","0.09","0.43","1.16","0.47","0.43","0.04","0","0.3","1.67","0.6","5.53","3.43","5.31","0","0","-"
"506","Dryden Hunt","NYR","L","76","933.85","12.2875","0.39","0.71","0.45","0.26","1.09","56.67","6.04","6.38","0.75","11.37","9.12","6.62","4.18","0.32","0.77","3.34","1.16","0.96","0.13","0.06","1.29","1.29","1.35","9.83","6.81","0.96","0.32","0.96","1.61"
"509","Frank Vatrano","FLA, NYR","C","71","934.3","13.159154929577","1.16","0.9","0.64","0.26","2.06","72.73","10.34","11.18","0.93","17.08","13.42","9.31","3.34","1.16","0.96","1.41","0.71","0.71","0","0","0.58","1.73","1.41","4.37","5.59","1.48","0.77","0.83","3.08"
"586","Niko Mikkola","STL","D","54","917.03333333333","16.982098765432","0.2","0.65","0.39","0.26","0.85","30.95","3.79","5.17","0.17","7.2","5.17","2.75","0.52","0","0.46","3.6","1.7","1.64","0.07","0","0.65","1.64","0.46","7.13","7.39","4.97","0","0","-"
"625","Rasmus Asplund","BUF","C","80","1147.4833333333","14.343541666667","0.42","0.99","0.73","0.26","1.41","55.10","6.8","6.15","0.69","10.04","9.1","5.44","2.98","0.52","0.73","0.52","0.26","0.26","0","0","0.21","1.25","1.1","1.57","4.18","0.73","1.41","1.83","2.28"
"771","Ryan Poehling","MTL","C","57","695.13333333333","12.195321637427","0.78","0.69","0.43","0.26","1.47","70.83","7.85","9.89","0.83","11.83","9.84","7.51","4.14","0.69","0.78","0.52","0.26","0.26","0","0","0.69","2.07","1.81","3.45","4.57","2.24","19.59","22.61","4.01"
"827","Ryan McLeod","EDM","C","71","905.93333333333","12.759624413146","0.6","0.79","0.53","0.26","1.39","65.63","5.43","10.98","0.54","9.47","7.35","5.89","2.72","0.26","0.53","0.79","0.4","0.4","0","0","0.6","2.72","2.58","1.85","6.09","1.59","16.43","18.35","3.13"
"932","Tobias Bjornfot","L.A","D","70","1173.4","16.762857142857","0","0.41","0.15","0.26","0.41","21.62","2.71","0.00","0.12","5.62","3.84","2.3","0.77","0.31","0.31","0.31","0.15","0.15","0","0","0.46","1.53","0.51","3.12","6.6","0.97","0","0","-"
"21","Andrew Ladd","ARI","L","51","720.13333333333","14.120261437908","0.58","0.42","0.17","0.25","1","48.00","4.75","12.28","0.68","8.92","6.67","5.5","3.42","0.33","0.67","3.92","1.5","1.33","0.08","0.08","0.33","2.17","1.42","5.67","5.08","2.58","0.58","0.25","5.83"
"40","Darren Helm","COL","C","68","717.48333333333","10.551225490196","0.59","0.67","0.42","0.25","1.25","68.18","7.78","7.53","0.66","12.21","9.62","6.94","3.51","0.5","0.33","1.17","0.59","0.59","0","0","0.33","0.59","2.09","9.53","4.68","1.92","8.61","10.87","3.70"
"145","Dmitry Kulikov","MIN","D","80","1455.6666666667","18.195833333333","0.29","0.7","0.45","0.25","0.99","34.78","3.05","9.46","0.19","6.92","4.62","2.1","0.45","0.16","0.54","1.61","0.74","0.7","0.04","0","0.66","1.28","0.66","4.12","5.23","4","0","0","-"
"201","Erik Gudbranson","CGY","D","78","1414.15","18.130128205128","0.25","0.47","0.21","0.25","0.72","31.48","5.47","4.65","0.17","11.37","7.68","1.74","0.17","0.25","0.51","2.89","1.02","0.76","0.25","0","0.59","1.78","0.85","6.15","6.96","3.27","0","0","-"
"215","Jesper Fast","CAR","R","82","1214.4666666667","14.810569105691","0.69","0.99","0.74","0.25","1.68","53.97","4.79","14.43","0.74","8.45","7.02","5.83","3.56","0.25","0.4","0.2","0.1","0.1","0","0","0.25","1.28","0.84","5.39","6.67","1.58","0.59","0.84","2.04"
"295","Brendan Gaunce","CBJ","C","30","242.88333333333","8.0961111111111","1.24","0.49","0.25","0.25","1.73","63.64","10.87","11.36","1.1","17.54","15.32","10.87","3.21","0.25","0.49","2.96","1.48","1.48","0","0","0.49","0.74","1.98","10.38","3.21","2.22","16.3","14.82","12.94"
"301","Olli Maatta","L.A","D","66","1206.6833333333","18.283080808081","0.05","0.35","0.1","0.25","0.4","15.38","3.03","1.64","0.12","6.91","4.33","1.69","0.1","0.25","0.15","0.5","0.2","0.2","0","0","0.05","1.84","0.5","3.33","6.07","1.44","0","0","-"
"372","Jonny Brodzinski","NYR","C","22","238.83333333333","10.856060606061","0.25","0.25","0","0.25","0.5","40.00","8.54","2.94","0.54","13.06","11.56","7.03","2.26","0","0.75","2.51","1.26","1.26","0","0","0.25","1","1.26","2.01","6.28","1.76","12.31","12.06","12.69"
"467","Nicolas Aube-Kubel","COL, PHI","R","74","726.4","9.8162162162162","0.91","0.99","0.74","0.25","1.9","76.67","7.19","12.64","0.67","12.56","9.83","7.02","3.47","0.41","1.07","3.88","1.82","1.73","0.08","0","0.74","1.65","1.4","11.56","8.34","1.24","0.25","0.74","2.06"
"485","Max Willman","PHI","C","41","482.53333333333","11.769105691057","0.5","0.25","0","0.25","0.75","50.00","8.08","6.15","0.53","12.43","9.95","6.34","2.36","0.62","0.75","1.99","0.99","0.99","0","0","0.62","0.99","1.74","6.59","9.2","1.24","0.25","0.62","3.55"
"526","Jansen Harkins","WPG","C","77","729.7","9.4766233766234","0.58","0.49","0.25","0.25","1.07","72.22","5.51","10.45","0.52","11.68","8.22","6.41","2.3","0.41","0.33","1.23","0.49","0.41","0.08","0","0.99","1.97","2.14","4.19","6","1.23","2.3","1.32","5.23"
"596","Steven Lorentz","CAR","C","67","729.53333333333","10.88855721393","0.66","0.41","0.16","0.25","1.07","56.52","6.58","10.00","0.85","11.68","9.29","7.98","4.61","0.16","0.82","0.66","0.33","0.33","0","0","0.58","1.4","1.97","5.51","9.13","1.07","4.19","5.02","3.75"
"679","Nikita Zaitsev","OTT","D","62","1177.3833333333","18.990053763441","0.1","0.46","0.2","0.25","0.56","25.00","3.31","3.08","0.14","7.03","5.2","1.07","0.1","0.05","0.31","1.43","0.71","0.71","0","0","0","1.78","0.66","6.52","4.64","5.1","0","0","-"
"681","Michal Kempny","WSH","D","15","237.58333333333","15.838888888889","0.25","0.25","0","0.25","0.51","40.00","2.53","10.00","0.16","10.1","5.05","2.02","0","0","1.01","4.04","2.02","2.02","0","0","0.76","1.52","0.25","5.56","7.07","3.03","0","0","-"
"714","Zack MacEwen","PHI","C","75","724.75","9.6633333333333","0.25","0.5","0.25","0.25","0.75","45.00","6.79","3.66","0.7","12","10.02","5.88","2.9","0.25","0.66","9.11","2.73","1.66","0.99","0.08","1.99","1.32","1.82","13.16","6.87","2.48","1.32","1.57","3.78"
"728","Cal Foote","T.B","D","56","733.83333333333","13.104166666667","0.16","0.57","0.33","0.25","0.74","25.00","4.01","4.08","0.18","9.16","6.13","2.04","0.41","0.33","0.41","2.37","1.06","0.98","0.08","0","0.65","1.23","0.33","6.79","7.44","2.45","0","0","-"
"8","Zach Parise","NYI","L","82","1253.1333333333","15.282113821138","0.72","0.96","0.72","0.24","1.68","55.56","6.61","10.87","0.84","9.72","8.62","7.23","3.97","0.19","0.67","1.34","0.67","0.67","0","0","0.62","1.2","1.29","2.87","4.02","2.59","1.34","2.25","1.79"
"52","Milan Lucic","CGY","L","82","1005.1833333333","12.258333333333","0.6","0.66","0.42","0.24","1.25","53.85","5.67","10.53","0.72","10.21","8.3","6.27","2.57","0.18","0.54","5.01","1.31","0.72","0.48","0.12","0.78","2.45","1.19","12.48","4.89","1.25","1.13","0.9","3.34"
"98","Zach Bogosian","T.B","D","48","737.4","15.3625","0.24","0.41","0.16","0.24","0.65","34.78","4.88","5.00","0.2","8.79","6.18","2.77","0.41","0.49","0.57","4.31","1.46","1.14","0.24","0.08","0.41","1.3","0.57","9.28","4.88","1.46","0","0","-"
"323","Jimmy Vesey","N.J","L","68","980.83333333333","14.424019607843","0.49","0.43","0.18","0.24","0.92","62.50","6.73","7.27","0.73","11.32","9.48","6.91","3.18","0.67","0.37","0.73","0.37","0.37","0","0","0.37","2.02","3.49","5.2","2.08","0.92","1.1","2.63","1.81"
"364","Andreas Johnsson","N.J","L","71","1019.7166666667","14.36220657277","0.76","1.29","1.06","0.24","2.06","59.32","6.71","11.40","0.72","10.53","8.53","7.06","3.88","0.47","0.65","1.77","0.88","0.88","0","0","1.18","1.41","1.53","3.77","5.06","0.76","0.24","0.59","1.68"
"469","Ryan Donato","SEA","C","74","1020.7833333333","13.794369369369","0.94","0.88","0.65","0.24","1.82","63.27","9.35","10.06","1.09","15.75","13.05","9.46","5.35","0.24","1.35","2.35","0.76","0.59","0.12","0.06","1","1.41","2.29","4.11","6.47","0.94","0.88","1.35","2.32"
"501","Jacob Middleton","MIN, S.J","D","66","1233.1666666667","18.684343434343","0.19","0.49","0.24","0.24","0.68","25.45","3.55","5.48","0.21","6.03","4.67","1.65","0.34","0.24","0.39","3.99","1.27","0.78","0.49","0","0.83","0.92","1.31","5.74","2.82","2.97","0","0","-"
"548","Nicolas Roy","VGK","C","78","1268.2","16.258974358974","0.71","1.14","0.9","0.24","1.85","52.70","6.86","10.34","1.02","11.26","9.27","9.18","5.63","0.43","1.47","2.41","0.95","0.85","0.05","0.05","0.43","1.8","1.61","4.02","4.12","1.56","21.48","22.57","2.31"
"588","Dominik Simon","ANA, PIT","C","72","740.58333333333","10.28587962963","0.24","0.81","0.57","0.24","1.05","46.43","7.13","3.41","0.61","11.18","9.24","6.64","3.24","0.32","0.49","2.75","0.97","0.89","0","0.08","1.05","1.62","1.78","5.83","6.81","3.08","0.73","0.97","3.47"
"623","Julien Gauthier","NYR","R","49","505.05","10.307142857143","0.36","0.48","0.24","0.24","0.83","50.00","8.2","4.35","1.06","13.07","11.4","9.86","6.77","0.48","0.95","0.95","0.48","0.48","0","0","1.07","1.66","1.78","11.64","6.89","1.54","0.12","0.24","3.96"
"672","Brett Murray","BUF","L","19","246.3","12.963157894737","0.49","0.97","0.73","0.24","1.46","66.67","3.41","14.29","0.65","6.09","5.36","5.12","3.41","0","1.46","5.6","1.22","0.73","0.24","0.24","1.22","1.22","0.97","4.14","3.9","0.49","0","0","-"
"782","David Kampf","TOR","C","82","1251.7333333333","15.265040650407","0.53","0.72","0.48","0.24","1.25","48.15","4.89","10.78","0.59","8.05","6.52","5.22","2.35","0.38","0.53","0.96","0.48","0.48","0","0","0.62","1.2","1.44","3.83","5.27","1.15","29.53","26.32","2.53"
"829","Isac Lundestrom","ANA","C","80","1237.8333333333","15.472916666667","0.78","0.63","0.39","0.24","1.41","69.05","4.07","19.05","0.53","7.03","5.67","4.85","2.71","0.34","0.29","0.39","0.19","0.19","0","0","0.82","1.5","1.07","1.84","3.68","2.62","18.95","23.65","2.16"
"884","Simon Benoit","ANA","D","53","746.9","14.092452830189","0.08","0.32","0.08","0.24","0.4","20.83","3.61","2.22","0.14","6.99","5.14","1.69","0.24","0.32","0.24","1.77","0.64","0.48","0.16","0","0.24","1.69","0.56","13.5","7.15","2.97","0","0","-"
"212","Jani Hakanpaa","DAL","D","80","1296.6666666667","16.208333333333","0.19","0.37","0.14","0.23","0.56","25.00","3.15","5.88","0.14","7.31","4.58","1.62","0.23","0","0.42","1.99","0.74","0.65","0.05","0.05","0.32","1.76","0.42","11.48","8.01","4.72","0","0","-"
"262","Adam Larsson","SEA","D","82","1826.7833333333","22.277845528455","0.26","0.56","0.33","0.23","0.82","37.31","3.91","6.72","0.14","8.54","5.71","2.23","0.3","0.07","0.36","1.81","0.82","0.79","0.03","0","0.26","1.15","0.76","6.01","2.89","4.2","0","0","-"
"273","Nathan Beaulieu","WPG","D","24","258.48333333333","10.770138888889","0","0.93","0.7","0.23","0.93","80.00","5.57","0.00","0.2","12.07","8.82","2.09","0.23","0.46","0.93","5.8","1.86","1.16","0.7","0","1.16","3.95","0","4.41","3.48","4.41","0","0","-"
"342","Matthew Benning","NSH","D","65","1061.9166666667","16.337179487179","0","0.62","0.4","0.23","0.62","37.93","3.45","0.00","0.12","6.44","4.46","1.75","0.34","0.06","0.4","2.2","1.02","0.96","0.06","0","0.79","1.86","0.45","4.63","6.55","3.28","0","0","-"
"386","Ben Harpur","NSH","D","19","261.03333333333","13.738596491228","0","0.23","0","0.23","0.23","20.00","2.99","0.00","0.11","7.59","5.52","1.84","0","0.23","0.23","6.21","2.07","1.38","0.69","0","1.15","2.76","0","8.27","7.13","4.37","0","0","-"
"389","Michael McCarron","NSH","R","51","529.85","10.389215686275","0.79","0.79","0.57","0.23","1.59","58.33","5.78","13.73","0.59","9.51","7.59","6.68","3.62","0.23","0.45","7.93","2.15","1.13","0.91","0.11","1.47","2.15","1.59","13.14","8.95","3.28","21.74","18.23","6.16"
"393","Adam Erne","DET","L","79","1057.3666666667","13.384388185654","0.34","0.74","0.51","0.23","1.08","54.29","6.13","5.56","0.57","9.99","7.89","6.24","2.84","0.06","0.68","1.93","0.79","0.68","0.11","0","0.85","1.13","1.36","9.14","4.14","2.04","1.93","1.76","2.97"
