"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"306","Joel Hanley","CGY, DAL","D","42","583.6","1","4","2","2","5","22.73","19","5.26","1.09","66","37","18","3","2","7","30","12","10","2","0","3","11","2","45","84","47","0","0","-"
"320","Haydn Fleury","T.B","D","24","386.96666666667","1","4","2","2","5","29.41","25","4.00","1.25","61","38","17","3","2","5","20","6","5","0","1","4","15","2","30","48","40","0","0","-"
"336","Brendan Lemieux","CAR","L","32","256.21666666667","3","2","2","0","5","45.45","29","10.34","3.08","65","43","27","13","1","4","64","14","7","4","3","7","5","3","55","24","6","4","11","26.67"
"406","Caleb Jones","COL","D","24","288.88333333333","0","5","3","2","5","41.67","19","0.00","0.92","37","24","11","3","0","4","8","4","4","0","0","1","7","4","27","28","25","0","0","-"
"511","Axel Jonsson-Fjallby","WPG","L","26","210.93333333333","2","3","3","0","5","62.50","23","8.70","2.09","55","40","24","9","2","2","0","0","0","0","0","1","3","3","28","18","7","1","1","50.00"
"515","Matthew Phillips","PIT, WSH","R","31","315.65","1","4","3","1","5","45.45","21","4.76","3.58","41","29","28","18","1","12","0","0","0","0","0","2","4","5","5","31","15","1","2","33.33"
"596","Olle Lycksell","PHI","R","18","179.03333333333","1","4","3","1","5","83.33","29","3.45","3.72","45","39","31","23","0","8","6","3","3","0","0","0","3","1","3","18","4","2","3","40.00"
"678","Simon Benoit","TOR","D","63","1086.6166666667","1","4","1","3","5","10.64","51","1.96","2.32","122","76","20","2","3","7","54","21","17","4","0","15","29","17","229","152","99","0","0","-"
"679","Reese Johnson","CHI","C","42","459.18333333333","2","3","0","3","5","50.00","51","3.92","4.83","88","68","47","20","8","3","40","10","5","4","1","19","9","7","90","26","16","42","39","51.85"
"684","John Ludvig","PIT","D","33","382.15","3","2","1","1","5","41.67","24","12.50","1.17","52","37","14","2","0","6","47","12","6","5","1","8","9","3","60","37","32","0","0","-"
"687","Jacob Lucchini","MIN","C","39","376.81666666667","2","3","1","2","5","50.00","22","9.09","2.5","52","37","28","9","0","4","23","6","4","1","1","1","3","6","23","43","14","45","57","44.12"
"864","Emil Lilleberg","T.B","D","36","579.78333333333","0","5","3","2","5","26.32","29","0.00","0.82","75","43","15","0","1","5","16","8","8","0","0","2","13","6","91","94","45","0","0","-"
"889","Shane Wright","SEA","C","8","108.28333333333","4","1","1","0","5","83.33","12","33.33","2.37","28","20","17","7","0","2","0","0","0","0","0","3","5","4","1","5","6","41","40","50.62"
"99","Nicolas Deslauriers","PHI","L","60","488.96666666667","1","3","1","2","4","44.44","49","2.04","5.17","99","77","42","23","3","3","89","24","12","11","1","14","5","14","159","37","21","5","8","38.46"
"118","Tyler Pitlick","NYR","C","34","346.73333333333","1","3","2","1","4","44.44","32","3.13","3.14","65","47","41","17","1","9","4","2","2","0","0","5","5","5","67","24","15","3","14","17.65"
"123","Derek Forbort","BOS","D","35","622.78333333333","0","4","1","3","4","14.81","22","0.00","1.1","73","49","17","2","2","6","17","7","6","1","0","5","11","6","58","63","65","0","0","-"
"127","Austin Watson","T.B","L","32","228.11666666667","2","2","1","1","4","66.67","17","11.76","1.58","32","24","15","6","1","5","83","19","9","7","3","13","0","3","74","19","17","0","3","0.00"
"133","Taylor Hall","CHI","L","10","163.3","2","2","2","0","4","57.14","20","10.00","1.83","44","31","17","3","0","6","4","2","2","0","0","2","3","5","6","12","3","6","3","66.67"
"167","Matt Nieto","PIT","L","22","255.45","1","3","3","0","4","44.44","13","7.69","1.71","27","23","16","11","1","1","4","2","2","0","0","0","4","4","12","20","9","0","0","-"
"197","Brendan Gaunce","CBJ","C","24","281.88333333333","2","2","1","1","4","66.67","25","8.00","3.19","55","41","35","17","2","8","6","3","3","0","0","0","2","10","47","3","8","98","84","53.85"
"220","Devin Shore","SEA","C","21","168.15","1","3","2","1","4","44.44","15","6.67","1.4","38","27","20","7","2","2","4","1","1","0","0","1","1","5","16","14","9","20","20","50.00"
"248","Chad Ruhwedel","NYR, PIT","D","52","660.46666666667","1","3","1","2","4","25.00","35","2.86","1","99","54","16","2","2","4","4","2","2","0","0","3","6","13","85","44","44","0","0","-"
"293","Rasmus Ristolainen","PHI","D","31","516.78333333333","1","3","1","2","4","20.00","46","2.17","2","89","63","27","5","0","6","8","4","4","0","0","4","10","4","48","54","45","0","0","-"
"303","Ross Johnston","ANA","L","67","545.35","1","3","1","2","4","44.44","44","2.27","4.92","77","60","51","27","5","6","117","29","16","9","4","20","11","12","124","27","27","3","3","50.00"
"347","Louie Belpedio","PHI","D","12","158.43333333333","2","2","1","1","4","44.44","12","16.67","0.6","21","14","8","3","0","2","0","0","0","0","0","0","2","4","14","6","18","0","0","-"
"351","William Lagesson","ANA, TOR","D","39","573.63333333333","0","4","1","3","4","20.00","17","0.00","0.74","60","29","17","2","2","5","32","13","11","2","0","8","23","4","66","102","58","0","0","-"
"358","Max Willman","N.J","C","18","149.98333333333","3","1","0","1","4","80.00","17","17.65","1.1","24","18","11","6","1","0","2","1","1","0","0","1","1","3","19","24","7","2","4","33.33"
"391","Jansen Harkins","PIT","C","44","355.76666666667","0","4","4","0","4","66.67","36","0.00","2.8","64","46","23","12","2","5","21","9","8","1","0","10","7","9","60","34","12","2","0","100.00"
"405","Ethan Bear","WSH","D","24","357.73333333333","1","3","0","3","4","33.33","24","4.17","1.87","63","42","14","5","0","5","10","5","5","0","0","0","9","2","15","38","31","0","0","-"
"469","Jesse Puljujarvi","PIT","R","21","190.78333333333","3","1","1","0","4","44.44","26","11.54","2.57","43","34","21","14","4","2","6","3","3","0","0","0","6","5","38","25","5","1","5","16.67"
"486","Givani Smith","S.J","R","35","271.28333333333","1","3","3","0","4","66.67","31","3.23","3.23","54","40","24","16","3","8","35","13","10","3","0","10","8","6","71","17","12","2","3","40.00"
"534","Jonah Gadjovich","FLA","L","39","289.81666666667","2","2","2","0","4","57.14","29","6.90","3.29","55","39","34","19","3","6","104","24","11","10","3","20","9","1","67","52","14","0","0","-"
"543","Jaret Anderson-Dolan","L.A, NSH","C","31","342.55","1","3","3","0","4","36.36","31","3.23","2.95","56","42","29","15","2","5","6","3","3","0","0","1","8","2","48","34","22","20","28","41.67"
"640","Akil Thomas","L.A","C","7","61.1","3","1","0","1","4","100.00","9","33.33","0.75","16","12","9","3","3","1","2","1","1","0","0","4","0","2","8","11","3","4","6","40.00"
"670","Spencer Stastney","NSH","D","20","319.66666666667","2","2","1","1","4","25.00","11","18.18","0.52","35","19","9","1","0","1","4","2","2","0","0","2","11","5","2","25","29","0","0","-"
"689","Mason Morelli","VGK","L","9","96.783333333333","3","1","0","1","4","100.00","9","33.33","0.99","14","12","11","4","0","5","0","0","0","0","0","1","2","3","21","18","6","2","4","33.33"
"700","Alex Turcotte","L.A","C","20","185.6","1","3","0","3","4","44.44","14","7.14","2.24","36","27","19","12","0","2","6","3","3","0","0","3","1","6","7","35","10","21","21","50.00"
"811","Marat Khusnutdinov","MIN","C","15","194.31666666667","1","3","0","3","4","80.00","6","16.67","1.13","20","16","11","6","2","0","6","3","3","0","0","3","4","6","16","12","9","46","51","47.42"
"850","James Malatesta","CBJ","L","11","112.38333333333","2","2","0","2","4","100.00","12","16.67","1.27","23","20","13","7","1","1","5","1","0","1","0","3","2","1","41","10","2","0","1","0.00"
"230","Brock McGinn","ANA","L","24","264.5","1","2","0","2","3","50.00","24","4.17","2.64","42","35","21","12","3","2","4","2","2","0","0","4","4","4","27","20","11","5","7","41.67"
"238","Vinnie Hinostroza","PIT","C","14","136.5","1","2","1","1","3","75.00","27","3.70","1.66","35","31","16","9","2","1","4","2","2","0","0","1","0","7","8","10","7","4","6","40.00"
"244","Kurtis MacDermid","COL, N.J","D, L","45","217.48333333333","2","1","1","0","3","42.86","16","12.50","1.41","27","21","16","11","3","3","73","21","14","5","2","9","7","3","73","17","11","2","0","100.00"
"362","Rourke Chartier","OTT","C","37","398.46666666667","2","1","1","0","3","37.50","40","5.00","4.26","65","52","41","23","4","8","14","3","2","0","1","8","14","8","28","19","11","154","142","52.03"
"385","Anthony Richard","BOS","C","9","95.466666666667","1","2","2","0","3","75.00","6","16.67","0.74","10","10","7","6","0","0","2","1","1","0","0","0","2","3","28","15","5","0","1","0.00"
"417","Mitchell Stephens","MTL","C","23","208.18333333333","2","1","1","0","3","33.33","16","12.50","1.14","24","21","9","5","1","1","4","2","2","0","0","2","1","3","6","5","7","75","60","55.56"
"444","Steven Lorentz","FLA","C","38","333.9","1","2","1","1","3","75.00","30","3.33","3.89","63","46","35","25","2","7","10","5","5","0","0","0","6","13","62","45","14","68","71","48.92"
"452","Kevin Rooney","CGY","C","32","358.13333333333","2","1","0","1","3","33.33","25","8.00","2.69","41","28","21","12","4","6","2","1","1","0","0","5","9","8","64","31","28","96","108","47.06"
"526","Zack MacEwen","OTT","R","30","191.93333333333","2","1","1","0","3","42.86","17","11.76","1.68","36","28","18","8","2","4","47","11","5","5","1","6","6","7","47","16","7","21","13","61.76"
"530","Mason Shaw","MIN","C","20","163.7","1","2","2","0","3","60.00","21","4.76","1.46","39","30","14","7","2","3","34","6","2","2","2","2","1","3","29","28","6","7","1","87.50"
"550","Jonas Rondbjerg","VGK","R","19","213.4","1","2","2","0","3","75.00","25","4.00","3.27","40","29","21","12","1","4","0","0","0","0","0","0","2","10","6","28","10","0","1","0.00"
"608","Trey Fix-Wolansky","CBJ","R","11","120.86666666667","2","1","1","0","3","50.00","17","11.76","2.13","39","28","18","6","2","10","2","1","1","0","0","0","2","2","11","14","6","0","1","0.00"
"611","James Hamblin","EDM","L","31","245.66666666667","2","1","1","0","3","33.33","18","11.11","2.96","38","27","27","15","2","4","0","0","0","0","0","2","6","7","11","27","21","81","79","50.63"
"615","Sheldon Rempal","VGK","R","9","89.733333333333","2","1","0","1","3","100.00","16","12.50","1.59","22","20","14","7","1","0","4","2","2","0","0","2","0","2","0","15","3","0","0","-"
"629","Alexander Alexeyev","WSH","D","39","534.15","1","2","1","1","3","20.00","20","5.00","0.48","60","30","13","3","1","3","6","3","3","0","0","0","12","4","46","57","59","0","0","-"
"641","Liam Foudy","CBJ, NSH","C","13","129.7","0","3","2","1","3","60.00","7","0.00","1.15","24","14","11","7","0","5","2","1","1","0","0","5","1","3","5","12","4","0","0","-"
"673","Angus Crookshank","OTT","L","13","131.46666666667","2","1","0","1","3","60.00","20","10.00","1.52","33","26","14","5","1","3","4","2","2","0","0","3","3","2","19","11","8","0","0","-"
"706","Samuel Bolduc","NYI","D","33","427.25","1","2","0","2","3","21.43","29","3.45","0.92","71","50","20","2","2","7","6","3","3","0","0","1","9","1","32","32","36","0","0","-"
"727","Jakob Pelletier","CGY","L","13","120.51666666667","1","2","0","2","3","60.00","9","11.11","0.93","18","11","8","5","1","1","2","1","1","0","0","0","3","5","10","5","3","4","4","50.00"
"737","Vladislav Kolyachonok","ARI","D","4","45.966666666667","1","2","0","2","3","60.00","4","25.00","0.18","9","6","3","0","0","1","2","1","1","0","0","0","0","1","1","7","5","0","0","-"
"754","Marc Del Gaizo","NSH","D","9","148.15","0","3","0","3","3","37.50","8","0.00","0.35","26","13","8","2","2","0","2","1","1","0","0","2","4","4","19","11","10","0","0","-"
"758","Louis Crevier","CHI","D","24","376.4","0","3","1","2","3","42.86","18","0.00","0.46","42","22","9","0","0","3","4","2","2","0","0","0","9","4","30","33","50","0","0","-"
"808","Landon Slaggert","CHI","L","15","171.06666666667","1","2","0","2","3","42.86","14","7.14","1.5","26","20","17","8","0","1","4","2","2","0","0","4","2","6","16","13","6","0","3","0.00"
"822","Ilya Solovyov","CGY","D","9","142.56666666667","0","3","1","2","3","60.00","8","0.00","0.33","23","14","4","1","0","4","4","2","2","0","0","0","3","0","8","16","14","0","0","-"
"879","Tristan Luneau","ANA","D","7","122.85","1","2","0","2","3","50.00","10","10.00","0.51","18","14","5","1","0","2","4","1","1","0","0","1","3","0","5","7","4","0","0","-"
"895","Ben Meyers","ANA, COL","C","23","232.51666666667","1","2","1","1","3","50.00","12","8.33","1.31","34","22","16","7","2","2","6","3","3","0","0","1","3","3","32","20","3","43","53","44.79"
"914","Uvis Balinskis","FLA","D","26","366.63333333333","1","2","1","1","3","30.00","22","4.55","1.52","45","29","13","4","0","4","8","4","4","0","0","6","11","5","27","32","15","0","0","-"
"26","Milan Lucic","BOS","L","4","47.883333333333","0","2","2","0","2","100.00","1","0.00","0.04","4","2","1","0","0","0","2","1","1","0","0","0","3","0","8","5","2","0","0","-"
"129","Chris Wagner","COL","R","13","96.9","1","1","1","0","2","50.00","16","6.25","1.05","22","19","7","3","0","2","9","3","2","1","0","1","2","1","30","11","5","36","26","58.06"
"237","Matthew Benning","S.J","D","14","258.71666666667","0","2","2","0","2","40.00","13","0.00","0.28","32","21","6","0","0","2","14","7","7","0","0","2","9","5","15","20","29","0","0","-"
"242","Jaycob Megna","CHI","D","43","746.95","0","2","0","2","2","10.00","28","0.00","0.86","71","39","13","2","0","8","20","10","10","0","0","1","26","12","58","51","85","0","0","-"
"275","Adam Erne","EDM","L","23","178.98333333333","1","1","1","0","2","33.33","13","7.69","1.31","26","17","15","7","0","1","7","2","1","1","0","2","4","3","55","19","5","4","5","44.44"
"278","Nic Petan","MIN","C","6","65","0","2","1","1","2","66.67","11","0.00","1.26","19","14","9","4","0","1","2","1","1","0","0","0","1","2","3","1","1","2","3","40.00"
"310","Jordan Oesterle","CGY","D","22","297.38333333333","0","2","2","0","2","18.18","18","0.00","0.97","44","24","15","4","2","5","4","2","2","0","0","2","6","4","17","26","33","0","0","-"
"369","Matthew Highmore","OTT","C","7","53.966666666667","0","2","0","2","2","100.00","1","0.00","0.62","6","6","4","3","0","1","0","0","0","0","0","1","2","0","2","7","4","2","2","50.00"
"420","Denis Gurianov","NSH, PHI","R","18","219.81666666667","1","1","1","0","2","25.00","26","3.85","1.91","50","39","17","5","2","2","0","0","0","0","0","2","9","4","12","15","6","0","0","-"
"476","Riley Tufte","COL","L","5","55.6","1","1","0","1","2","100.00","7","14.29","0.62","11","10","8","4","3","1","2","1","1","0","0","1","1","2","7","4","2","1","1","50.00"
"485","Logan Stanley","WPG","D","24","328.06666666667","1","1","0","1","2","15.38","28","3.57","0.84","68","44","12","1","0","4","34","11","7","4","0","5","14","5","39","31","38","0","0","-"
"574","Ian Mitchell","BOS","D","13","199","0","2","0","2","2","18.18","11","0.00","0.38","21","13","2","1","2","2","10","5","5","0","0","0","1","0","3","17","13","0","0","-"
"603","Carson Meyer","CBJ","R","14","127.7","1","1","1","0","2","66.67","10","10.00","1.44","23","15","8","5","2","2","2","1","1","0","0","2","2","4","37","18","2","0","0","-"
"645","Bo Groulx","ANA","C","45","547.11666666667","0","2","1","1","2","28.57","32","0.00","3.66","82","54","41","19","2","6","22","11","11","0","0","3","10","10","88","50","30","119","154","43.59"
"661","Tyler Tucker","STL","D","25","309.96666666667","1","1","1","0","2","12.50","16","6.25","0.56","40","20","9","2","0","7","40","14","10","4","0","11","6","7","55","36","26","0","0","-"
"669","Cole Koepke","T.B","L","9","60.316666666667","0","2","1","1","2","66.67","9","0.00","1.15","15","13","6","4","0","1","0","0","0","0","0","1","1","2","17","7","1","0","0","-"
"680","Jake Christiansen","CBJ","D","12","158.63333333333","0","2","1","1","2","40.00","7","0.00","0.33","21","14","3","1","0","2","2","1","1","0","0","0","2","2","8","10","15","0","0","-"
"694","Ronnie Attard","PHI","D","12","184.61666666667","0","2","1","1","2","33.33","14","0.00","1.08","42","28","12","2","3","3","6","3","3","0","0","0","2","5","22","27","14","0","0","-"
"696","Kirby Dach","MTL","C","2","26.033333333333","0","2","0","2","2","66.67","3","0.00","0.18","5","3","3","2","0","0","0","0","0","0","0","1","0","1","3","4","0","3","5","37.50"
"708","Nikita Alexandrov","STL","C","23","196.1","0","2","0","2","2","40.00","15","0.00","1.11","25","19","11","5","1","1","4","2","2","0","0","1","5","5","26","18","7","37","54","40.66"
"710","Adam Beckman","MIN","L","11","103.48333333333","0","2","1","1","2","100.00","10","0.00","0.99","23","17","13","3","3","0","12","2","1","0","1","2","0","2","13","8","3","0","0","-"
"738","Vasily Podkolzin","VAN","R","18","194.7","0","2","1","1","2","40.00","19","0.00","1.8","34","29","19","9","0","4","6","3","3","0","0","1","1","7","67","24","2","3","5","37.50"
"746","Santeri Hatakka","N.J","D","12","175.75","0","2","0","2","2","16.67","12","0.00","0.41","22","18","5","1","0","5","4","2","2","0","0","1","6","1","14","21","12","0","0","-"
"752","Maxwell Crozier","T.B","D","13","168.15","0","2","2","0","2","33.33","13","0.00","0.39","32","18","2","1","0","4","7","2","1","1","0","4","5","6","15","14","11","0","0","-"
"753","Adam Edstrom","NYR","C","11","92.516666666667","2","0","0","0","2","66.67","7","28.57","0.88","10","8","8","2","1","0","2","1","1","0","0","3","4","1","30","11","2","0","0","-"
"755","Lukas Rousek","BUF","R","15","159.41666666667","0","2","1","1","2","40.00","4","0.00","0.45","12","8","8","4","0","2","0","0","0","0","0","1","0","3","5","12","7","3","0","100.00"
"761","Brandon Biro","BUF","L","5","54.216666666667","2","0","0","0","2","66.67","2","100.00","1.03","4","3","2","2","0","0","0","0","0","0","0","0","2","0","0","6","2","11","12","47.83"
"778","Danil Gushchin","S.J","L","3","42.516666666667","1","1","1","0","2","100.00","4","25.00","0.32","8","7","4","1","0","1","0","0","0","0","0","0","0","2","1","4","5","0","1","0.00"
"779","Vasily Ponomarev","CAR","C","2","19.35","1","1","1","0","2","100.00","1","100.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","5","4","55.56"
"820","Mikael Pyyhtia","CBJ","L","17","223.61666666667","0","2","2","0","2","40.00","22","0.00","1.65","36","27","18","8","3","2","0","0","0","0","0","1","1","3","9","17","20","1","3","25.00"
"821","Matt Rempe","NYR","C","17","95.633333333333","1","1","1","0","2","50.00","12","8.33","1.51","20","14","18","9","1","3","61","12","3","7","2","7","0","1","50","18","5","4","4","50.00"
"855","Simon Edvinsson","DET","D","16","292.08333333333","1","1","1","0","2","15.38","13","7.69","0.73","43","24","13","2","2","1","4","2","2","0","0","2","10","2","26","42","25","0","0","-"
"875","Lane Hutson","MTL","D","2","45.433333333333","0","2","2","0","2","100.00","3","0.00","0.21","6","4","3","0","0","0","0","0","0","0","0","0","4","3","1","4","0","0","0","-"
"885","Liam Ohgren","MIN","L","3","42.516666666667","1","1","0","1","2","66.67","8","12.50","0.69","11","10","6","3","2","1","0","0","0","0","0","1","0","2","2","2","0","0","2","0.00"
"915","Jiri Smejkal","OTT","L","20","189.56666666667","1","1","1","0","2","66.67","10","10.00","2.46","31","24","17","10","0","5","4","2","2","0","0","2","7","6","29","17","13","11","16","40.74"
"31","Nicklas Backstrom","WSH","C","8","116.46666666667","0","1","0","1","1","50.00","12","0.00","1.99","17","16","13","9","0","3","2","1","1","0","0","2","3","5","2","6","5","44","40","52.38"
"40","Logan Couture","S.J","C","6","112.51666666667","0","1","1","0","1","33.33","7","0.00","1.06","20","14","7","4","0","1","4","2","2","0","0","1","1","2","7","2","8","46","50","47.92"
"100","Byron Froese","VGK","C","16","170.7","0","1","1","0","1","25.00","17","0.00","1.87","30","25","18","8","1","8","4","2","2","0","0","2","1","5","21","20","8","59","47","55.66"
"106","Justin Dowling","N.J","C","2","21.05","1","0","0","0","1","100.00","3","33.33","0.37","7","6","3","2","0","0","0","0","0","0","0","0","0","1","1","3","1","4","9","30.77"
"136","Dylan McIlrath","WSH","D","3","30.9","0","1","1","0","1","100.00","1","0.00","0.05","4","3","1","0","0","0","5","1","0","1","0","1","0","0","9","3","1","0","0","-"
"219","Mackenzie MacEachern","STL","L","8","62.95","0","1","0","1","1","50.00","4","0.00","0.22","6","6","2","1","0","0","0","0","0","0","0","1","1","2","9","8","2","0","0","-"
"311","Patrick Brown","BOS","C","11","97.083333333333","0","1","0","1","1","50.00","7","0.00","0.57","14","11","7","2","1","2","2","1","1","0","0","0","1","0","18","9","3","15","18","45.45"
"349","Mark Friedman","VAN","D","22","265.43333333333","0","1","0","1","1","8.33","16","0.00","0.82","43","32","4","0","0","1","21","5","3","1","1","6","3","2","26","33","32","0","0","-"
"426","Austin Czarnik","DET","C","34","286.91666666667","0","1","1","0","1","12.50","24","0.00","2.89","42","38","28","13","4","2","12","6","6","0","0","1","3","4","13","14","16","100","104","49.02"
"435","Ryan Shea","PIT","D","30","371.16666666667","1","0","0","0","1","7.69","17","5.88","0.44","36","23","7","0","0","1","2","1","1","0","0","1","7","8","17","28","24","0","0","-"
"458","Max Lajoie","TOR","D","7","89.016666666667","0","1","0","1","1","25.00","1","0.00","0.01","8","1","3","0","0","0","0","0","0","0","0","0","1","3","13","19","7","0","0","-"
"459","Lucas Johansen","WSH","D","6","85.6","0","1","1","0","1","25.00","4","0.00","0.17","9","6","3","0","0","0","4","2","2","0","0","0","2","3","1","4","7","0","0","-"
"464","Brandon Gignac","MTL","C","7","81.516666666667","1","0","0","0","1","100.00","7","14.29","0.92","10","9","7","6","0","0","0","0","0","0","0","1","6","3","5","6","7","24","29","45.28"
"472","Kale Clague","BUF","D","3","36.816666666667","0","1","0","1","1","50.00","2","0.00","0.09","6","3","4","0","0","1","2","1","1","0","0","0","0","0","1","4","0","0","0","-"
"478","William Lockwood","FLA","R","26","213.16666666667","0","1","0","1","1","25.00","19","0.00","1.86","37","29","15","7","1","2","16","5","3","2","0","3","4","6","45","32","8","4","4","50.00"
"500","Jacob Moverare","L.A","D","23","246.15","1","0","0","0","1","9.09","11","9.09","0.27","29","17","6","0","0","1","6","3","3","0","0","1","3","0","10","36","23","0","0","-"
"508","Hardy Haman Aktell","WSH","D","6","63.783333333333","0","1","0","1","1","50.00","5","0.00","0.22","14","8","5","0","0","0","2","1","1","0","0","0","2","1","8","7","5","0","0","-"
"514","Oskar Steen","BOS","C","34","308.38333333333","1","0","0","0","1","16.67","24","4.17","2.51","56","41","30","10","5","2","4","2","2","0","0","6","1","3","57","32","19","0","3","0.00"
"537","Cal Foote","N.J","D","4","59.066666666667","0","1","1","0","1","25.00","0","-","0","1","0","1","0","0","0","16","4","3","0","1","1","0","0","3","1","9","0","0","-"
"558","Jack Studnicka","S.J, VAN","C","21","239.78333333333","1","0","0","0","1","25.00","19","5.26","2.06","40","35","18","8","0","1","6","3","3","0","0","1","7","5","31","16","11","59","89","39.86"
"563","Max Comtois","CAR","L","1","13.066666666667","0","1","1","0","1","100.00","1","0.00","0.42","5","3","4","3","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","-"
"583","Calle Rosen","STL","D","6","75.983333333333","0","1","0","1","1","100.00","5","0.00","0.18","11","8","2","1","0","1","2","1","1","0","0","0","6","0","2","7","7","0","0","-"
"634","Jonathan Gruden","PIT","C","13","112.75","1","0","0","0","1","100.00","9","11.11","0.93","14","12","8","2","2","0","5","1","0","1","0","2","3","3","33","14","5","4","8","33.33"
"637","Rasmus Kupari","WPG","C","27","241.51666666667","0","1","1","0","1","50.00","27","0.00","2.22","47","36","20","8","0","4","4","2","2","0","0","7","4","6","20","23","9","75","84","47.17"
"648","Adam Ginning","PHI","D","9","127.35","1","0","0","0","1","25.00","6","16.67","0.13","15","8","2","0","0","1","0","0","0","0","0","0","6","2","18","9","9","0","0","-"
"654","Jan Jenik","ARI","R","5","41.883333333333","0","1","1","0","1","100.00","2","0.00","0.15","5","4","1","0","0","1","5","1","0","1","0","1","0","1","6","8","7","14","16","46.67"
"667","Jack St. Ivany","PIT","D","13","179.13333333333","0","1","1","0","1","16.67","10","0.00","0.3","24","18","6","1","2","6","0","0","0","0","0","0","2","5","30","16","13","0","0","-"
"676","John Leonard","ARI","L","6","41.2","1","0","0","0","1","100.00","5","20.00","0.22","11","6","4","1","1","2","0","0","0","0","0","0","0","0","1","0","5","0","0","-"
"686","Samuel Fagemo","L.A, NSH","L","8","73.483333333333","1","0","0","0","1","50.00","13","7.69","0.89","19","15","8","3","0","2","0","0","0","0","0","0","3","0","5","1","3","0","1","0.00"
"693","Nolan Foote","N.J","L","4","40.4","1","0","0","0","1","100.00","6","16.67","0.5","11","9","4","2","1","0","0","0","0","0","0","0","0","0","3","7","2","0","2","0.00"
"756","Nikita Nesterenko","ANA","C","3","34.566666666667","1","0","0","0","1","100.00","7","14.29","0.94","12","9","6","3","0","3","0","0","0","0","0","0","1","0","7","2","0","0","0","-"
"759","Nikolai Knyzhov","S.J","D","10","176.41666666667","0","1","0","1","1","33.33","6","0.00","0.17","19","9","2","0","0","3","6","3","3","0","0","2","2","3","9","9","17","0","0","-"
"775","Daemon Hunt","MIN","D","12","138.05","0","1","0","1","1","33.33","7","0.00","0.5","21","13","8","1","0","5","0","0","0","0","0","1","3","1","8","11","17","0","0","-"
"776","Tyler Kleven","OTT","D","9","113.85","0","1","1","0","1","25.00","7","0.00","0.3","13","10","2","0","0","1","2","1","1","0","0","0","5","3","8","19","9","0","0","-"
"787","Sam Colangelo","ANA","R","2","21.483333333333","1","0","0","0","1","100.00","3","33.33","0.45","6","4","3","1","0","0","2","1","1","0","0","0","1","0","2","3","1","0","0","-"
"793","Lukas Cormier","VGK","D","2","34.566666666667","0","1","1","0","1","50.00","3","0.00","0.23","8","4","4","2","0","2","0","0","0","0","0","0","0","0","1","6","2","0","0","-"
"798","Jean-Luc Foudy","COL","C","4","25.75","1","0","0","0","1","100.00","2","50.00","0.3","2","2","2","2","0","1","0","0","0","0","0","0","1","0","0","4","0","0","0","-"
"805","Roby Jarventie","OTT","L","7","52.65","0","1","0","1","1","100.00","5","0.00","0.67","8","6","5","4","0","1","4","2","2","0","0","0","3","1","4","4","6","11","24","31.43"
"807","Shakir Mukhamadullin","S.J","D","3","63.466666666667","0","1","1","0","1","33.33","5","0.00","0.3","12","7","2","1","0","1","4","2","2","0","0","0","2","1","3","1","11","0","0","-"
"847","Logan Mailloux","MTL","D","1","21.233333333333","0","1","0","1","1","50.00","2","0.00","0.1","4","4","1","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","0","-"
"869","Marc McLaughlin","BOS","C","1","12.65","1","0","0","0","1","100.00","2","50.00","0.17","2","2","2","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","3","25.00"
"874","Luca Del Bel Belluz","CBJ","C","1","9.5833333333333","1","0","0","0","1","100.00","2","50.00","0.13","2","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","4","6","40.00"
"883","Frank Nazar","CHI","C","2","31.233333333333","1","0","0","0","1","100.00","2","50.00","0.66","7","5","5","2","0","0","0","0","0","0","0","0","3","1","0","2","1","7","13","35.00"
"893","Nick Blankenburg","CBJ","D","12","194.58333333333","1","0","0","0","1","9.09","10","10.00","0.44","28","17","6","1","1","3","4","1","1","0","0","2","3","5","20","18","15","0","0","-"
"896","Milos Kelemen","ARI","L","10","76.816666666667","0","1","0","1","1","50.00","5","0.00","0.59","12","8","7","5","1","0","0","0","0","0","0","0","1","1","14","20","3","1","3","25.00"
"910","Jason Polin","COL","R","7","51.966666666667","1","0","0","0","1","100.00","6","16.67","0.28","8","7","2","1","0","2","2","1","1","0","0","1","0","0","12","7","1","1","1","50.00"
"917","Waltteri Merela","T.B","C","19","186.5","1","0","0","0","1","25.00","17","5.88","1.42","28","19","20","10","2","2","4","2","2","0","0","4","2","2","26","21","6","1","3","25.00"
"919","Collin Graf","S.J","R","6","99.95","0","1","0","1","1","50.00","6","0.00","0.62","11","10","7","2","1","0","0","0","0","0","0","1","1","2","5","6","6","0","0","-"
