"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"193","Steven Fogarty","MIN","C","2","19.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","1","0","2","1","66.67"
"233","Alex Galchenyuk","COL","C","11","73.916666666667","0","0","0","0","0","-","8","0.00","0.53","14","11","8","3","2","0","4","2","2","0","0","0","0","0","10","4","3","4","2","66.67"
"272","Charles Hudon","COL","L","9","88.866666666667","0","0","0","0","0","0.00","18","0.00","1.67","25","20","17","7","0","6","2","1","1","0","0","1","0","3","13","9","2","4","4","50.00"
"281","Connor Brown","WSH","R","4","52.316666666667","0","0","0","0","0","0.00","1","0.00","0.33","7","4","4","1","0","0","0","0","0","0","0","1","2","1","4","9","1","2","2","50.00"
"291","Anton Blidh","COL","L","14","91.783333333333","0","0","0","0","0","-","9","0.00","0.72","13","11","5","4","0","0","4","2","2","0","0","1","0","1","18","13","2","1","3","25.00"
"327","Gustav Olofsson","SEA","D","3","36.133333333333","0","0","0","0","0","0.00","6","0.00","0.18","7","7","0","0","0","0","0","0","0","0","0","0","1","1","2","4","0","0","0","-"
"328","Dillon Heatherington","OTT","D","3","27.633333333333","0","0","0","0","0","-","1","0.00","0.02","3","2","0","0","0","1","0","0","0","0","0","0","2","1","2","2","2","0","0","-"
"351","Jean-Sebastien Dea","ARI","C","4","37.8","0","0","0","0","0","0.00","1","0.00","0.31","4","3","3","3","0","1","0","0","0","0","0","1","0","1","3","6","1","1","2","33.33"
"353","Dakota Mermis","MIN","D","2","27.083333333333","0","0","0","0","0","-","1","0.00","0.07","4","2","0","0","0","0","0","0","0","0","0","0","0","0","2","4","2","0","0","-"
"391","Roland McKeown","NSH","D","6","73.233333333333","0","0","0","0","0","0.00","3","0.00","0.23","11","6","4","0","0","1","8","4","4","0","0","2","4","1","4","9","6","0","0","-"
"395","Justin Kirkland","ANA","C","7","50.466666666667","0","0","0","0","0","0.00","5","0.00","0.5","14","8","8","2","1","2","0","0","0","0","0","1","0","0","8","6","3","2","1","66.67"
"407","Max Willman","PHI","C","9","80.666666666667","0","0","0","0","0","0.00","9","0.00","0.72","17","13","7","3","2","0","4","2","2","0","0","0","0","1","16","19","5","0","3","0.00"
"410","CJ Suess","S.J","L","1","5.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","1","0.00"
"411","Dysin Mayo","ARI","D","15","155.46666666667","0","0","0","0","0","0.00","7","0.00","0.5","14","12","4","2","0","1","8","4","4","0","0","5","8","2","29","18","17","0","0","-"
"414","Rourke Chartier","OTT","C","6","52.35","0","0","0","0","0","0.00","6","0.00","0.57","12","8","7","2","0","1","0","0","0","0","0","1","0","1","10","2","3","16","11","59.26"
"419","Ondrej Kase","CAR","R","1","9.1333333333333","0","0","0","0","0","-","0","-","0.07","3","2","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0.00"
"422","Matthew Highmore","STL","C","2","19.2","0","0","0","0","0","0.00","2","0.00","0.07","3","2","1","0","0","0","0","0","0","0","0","1","0","1","4","1","0","0","0","-"
"423","Bokondji Imama","ARI","L","5","37.416666666667","0","0","0","0","0","-","0","-","0.03","3","1","2","1","0","0","5","1","0","1","0","1","0","0","13","3","2","0","0","-"
"424","Hayden Hodgson","PHI","R","1","4.7666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"430","Cole Bardreau","NYI","C","1","6.6166666666667","0","0","0","0","0","-","0","-","0.08","2","1","2","1","0","0","2","1","1","0","0","0","0","0","2","0","0","0","0","-"
"431","Nikita Soshnikov","NYI","R","3","27.316666666667","0","0","0","0","0","-","3","0.00","0.34","8","7","4","1","0","0","0","0","0","0","0","1","1","0","7","3","0","0","1","0.00"
"460","Glenn Gawdin","ANA","C","3","21.883333333333","0","0","0","0","0","-","2","0.00","0.1","3","3","1","0","0","0","0","0","0","0","0","0","1","0","4","2","3","6","9","40.00"
"465","Noah Juulsen","VAN","D","12","165.2","0","0","0","0","0","0.00","5","0.00","0.3","18","11","2","0","0","0","6","3","3","0","0","2","2","3","42","13","13","0","0","-"
"479","Jacob Larsson","OTT","D","7","80.683333333333","0","0","0","0","0","0.00","4","0.00","0.08","12","5","3","0","0","2","6","2","2","0","0","0","4","1","7","18","6","0","0","-"
"515","Dan Renouf","BOS","D","1","10.816666666667","0","0","0","0","0","-","5","0.00","0.46","5","5","1","0","1","1","0","0","0","0","0","0","1","0","1","0","2","0","0","-"
"523","Maxime Lajoie","CAR","D","3","23.216666666667","0","0","0","0","0","-","2","0.00","0.07","7","3","3","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","-"
"524","Lucas Johansen","WSH","D","2","25.316666666667","0","0","0","0","0","-","3","0.00","0.12","5","3","1","0","0","0","0","0","0","0","0","1","0","1","0","1","3","0","0","-"
"530","Frederic Allard","MTL","D","3","40.983333333333","0","0","0","0","0","0.00","6","0.00","0.33","13","12","2","1","0","1","0","0","0","0","0","0","3","0","0","6","2","0","0","-"
"535","Markus Niemelainen","EDM","D","23","212.56666666667","0","0","0","0","0","0.00","15","0.00","0.55","32","21","8","2","1","2","4","2","2","0","0","3","15","0","57","51","7","0","0","-"
"541","Tyler Benson","EDM","L","2","12.066666666667","0","0","0","0","0","-","0","-","0.12","2","2","2","1","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","-"
"547","Riley Tufte","DAL","L","3","23.866666666667","0","0","0","0","0","-","1","0.00","0.05","3","1","2","1","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","-"
"565","Dennis Cholowski","NYI","D","2","20.966666666667","0","0","0","0","0","0.00","0","-","0.02","5","1","2","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"569","Henrik Borgstrom","WSH","C","1","8.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"575","Jacob Moverare","L.A","D","2","29.933333333333","0","0","0","0","0","0.00","6","0.00","0.14","7","6","3","1","2","0","0","0","0","0","0","0","0","1","3","4","4","0","0","-"
"581","Drake Caggiula","PIT","C","4","26.4","0","0","0","0","0","0.00","2","0.00","0.11","3","3","2","1","1","1","0","0","0","0","0","0","0","1","6","1","1","0","1","0.00"
"583","Fredrik Karlstrom","DAL","C","5","47.783333333333","0","0","0","0","0","0.00","6","0.00","0.2","8","6","2","0","0","1","0","0","0","0","0","1","1","1","1","5","1","0","0","-"
"585","Lucas Carlsson","FLA","D","2","19.5","0","0","0","0","0","-","2","0.00","0.09","4","3","1","0","0","0","2","1","1","0","0","0","1","0","3","7","1","0","0","-"
"593","Matthew Phillips","CGY","C","2","12.383333333333","0","0","0","0","0","-","1","0.00","0.09","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"595","Mikhail Maltsev","COL","L","5","32.983333333333","0","0","0","0","0","-","4","0.00","0.13","5","4","2","0","0","0","0","0","0","0","0","0","0","2","4","5","1","14","13","51.85"
"600","Jeremy Davies","BUF","D","1","8.55","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","0","0","0","1","1","0","0","-"
"607","Jeffrey Viel","S.J","L","4","36.416666666667","0","0","0","0","0","0.00","4","0.00","0.48","6","5","5","2","0","1","2","1","1","0","0","2","1","2","6","4","0","0","0","-"
"608","Alex Barré-Boulet","T.B","C","1","9.9166666666667","0","0","0","0","0","-","1","0.00","0.12","2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.00"
"613","Vinni Lettieri","BOS","C","1","9.8333333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0.00"
"624","Jake Leschyshyn","NYR, VGK","C","35","312.95","0","0","0","0","0","0.00","30","0.00","3.33","45","35","33","20","1","3","8","4","4","0","0","6","4","4","55","37","11","112","114","49.56"
"647","Shane Bowers","COL","C","1","1.7666666666667","0","0","0","0","0","-","1","0.00","0.08","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0.00"
"653","Dmitri Samorukov","STL","D","2","29.75","0","0","0","0","0","-","1","0.00","0.17","4","2","3","1","0","1","2","1","1","0","0","0","0","0","0","1","2","0","0","-"
"663","Lias Andersson","L.A","C","1","8.6166666666667","0","0","0","0","0","-","1","0.00","0.1","3","2","2","1","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","-"
"666","Nick DeSimone","CGY","D","4","42.266666666667","0","0","0","0","0","0.00","4","0.00","0.15","7","6","2","0","0","0","2","1","1","0","0","1","1","2","2","3","1","0","0","-"
"683","Marian Studenic","DAL","L","3","26.066666666667","0","0","0","0","0","-","4","0.00","0.56","6","6","5","4","0","0","0","0","0","0","0","1","3","0","3","2","0","0","0","-"
"684","Arnaud Durandeau","NYI","L","4","48.066666666667","0","0","0","0","0","0.00","9","0.00","0.88","11","10","6","5","1","1","2","1","1","0","0","2","0","1","3","2","2","0","1","0.00"
"689","Nick Swaney","MIN","R","1","9.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","-"
"703","Austin Strand","ANA","D","5","61.95","0","0","0","0","0","-","5","0.00","0.18","9","6","2","0","0","1","2","1","1","0","0","0","0","0","5","10","4","0","0","-"
"704","James Hamblin","EDM","L","10","80.966666666667","0","0","0","0","0","0.00","12","0.00","1.28","16","15","12","6","1","2","2","1","1","0","0","0","1","2","2","9","1","24","15","61.54"
"708","Sheldon Rempal","VGK","R","1","7.7333333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"721","Filip Kral","TOR","D","2","18.05","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","2","1","1","0","0","0","1","0","2","0","1","0","0","-"
"727","Alec Regula","CHI","D","4","57.75","0","0","0","0","0","-","2","0.00","0.09","5","3","1","0","0","1","4","2","2","0","0","0","7","1","4","15","4","0","0","-"
"730","Jonathan Gruden","PIT","C","3","14.566666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","1","5","8","38.46"
"732","Filip Hallander","PIT","C","2","15.716666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","3","0","0","-"
"735","Sampo Ranta","COL","L","6","44.05","0","0","0","0","0","0.00","5","0.00","0.46","10","6","6","3","0","2","4","2","2","0","0","0","2","0","10","7","3","0","1","0.00"
"741","Gabriel Fortier","T.B","L","1","8.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"743","Benoit-Olivier Groulx","ANA","C","2","23.283333333333","0","0","0","0","0","0.00","0","-","0.12","3","1","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","5","4","55.56"
"746","Adam Ginning","PHI","D","1","16.4","0","0","0","0","0","0.00","0","-","0.02","1","1","1","0","0","0","2","1","1","0","0","0","0","0","1","0","2","0","0","-"
"753","Jan Jenik","ARI","R","2","11.716666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","4","2","2","0","0","1","0","0","4","0","2","1","4","20.00"
"760","Semyon Der-Arguchintsev","TOR","C","1","6.3666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"761","Nathan Smith","ARI","C","4","29.766666666667","0","0","0","0","0","-","2","0.00","0.24","6","3","5","1","1","1","4","2","2","0","0","0","1","3","6","6","3","9","11","45.00"
"774","Hugh McGing","STL","L","1","9.6166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","0","0","-"
"786","Jacob Lucchini","OTT","C","11","108.66666666667","0","0","0","0","0","-","10","0.00","1.09","22","17","12","5","1","2","0","0","0","0","0","0","7","3","15","17","1","0","2","0.00"
"787","Taro Hirose","DET","L","3","30.983333333333","0","0","0","0","0","-","2","0.00","0.24","4","4","3","2","0","1","2","1","1","0","0","0","1","0","1","1","2","1","0","100.00"
"794","Ronnie Attard","PHI","D","2","28.366666666667","0","0","0","0","0","0.00","3","0.00","0.18","6","5","2","0","0","0","0","0","0","0","0","0","0","3","2","2","2","0","0","-"
"800","Alex Turcotte","L.A","C","4","27.866666666667","0","0","0","0","0","-","2","0.00","0.32","5","4","3","1","0","0","5","1","0","1","0","1","2","1","1","7","0","6","8","42.86"
"809","Adam Beckman","MIN","L","9","89.766666666667","0","0","0","0","0","-","12","0.00","1.12","25","19","13","4","0","1","0","0","0","0","0","2","0","2","3","6","0","0","1","0.00"
"818","Lassi Thomson","OTT","D","2","21.6","0","0","0","0","0","-","1","0.00","0.05","2","2","1","0","0","0","4","2","2","0","0","0","0","1","2","3","0","0","0","-"
"820","Connor McMichael","WSH","C","6","53.083333333333","0","0","0","0","0","0.00","2","0.00","0.12","4","2","2","1","0","0","5","1","0","1","0","2","0","1","2","4","3","2","1","66.67"
"824","Sam Poulin","PIT","R","3","26.35","0","0","0","0","0","-","2","0.00","0.34","5","4","2","0","0","1","2","1","1","0","0","0","1","0","3","4","1","8","9","47.06"
"832","Jackson LaCombe","ANA","D","2","34.366666666667","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","-"
"834","Vladislav Kolyachonok","ARI","D","2","24.216666666667","0","0","0","0","0","-","2","0.00","0.28","2","2","1","1","1","0","0","0","0","0","0","0","0","1","2","4","2","0","0","-"
"841","Maxence Guenette","OTT","D","1","8.7833333333333","0","0","0","0","0","-","2","0.00","0.1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"850","Tyce Thompson","N.J","R","2","17.3","0","0","0","0","0","-","1","0.00","0.09","3","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"868","Danil Gushchin","S.J","L","2","26.8","0","0","0","0","0","0.00","7","0.00","0.67","11","10","8","3","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","-"
"876","Brock Faber","MIN","D","2","35.85","0","0","0","0","0","0.00","1","0.00","0.05","4","3","0","0","0","1","0","0","0","0","0","0","1","0","0","4","9","0","0","-"
"880","Jamie Drysdale","ANA","D","8","129.45","0","0","0","0","0","0.00","8","0.00","0.29","17","11","3","0","1","2","2","1","1","0","0","0","3","0","7","10","5","0","0","-"
"882","Jean-Luc Foudy","COL","C","9","83.433333333333","0","0","0","0","0","0.00","12","0.00","1.33","15","14","10","5","1","0","6","3","3","0","0","3","5","3","1","11","2","0","3","0.00"
"884","Will Cuylle","NYR","L","4","27.616666666667","0","0","0","0","0","-","1","0.00","0.11","3","3","1","1","0","0","10","2","0","2","0","2","1","2","8","4","0","0","2","0.00"
"889","Tristen Robins","S.J","C","3","38.15","0","0","0","0","0","-","2","0.00","0.08","2","2","2","0","0","0","0","0","0","0","0","2","1","0","2","3","2","12","16","42.86"
"891","Adam Raska","S.J","R","3","35.75","0","0","0","0","0","0.00","1","0.00","0.15","3","2","1","1","0","0","0","0","0","0","0","0","3","1","13","3","0","0","1","0.00"
"892","William Dufour","NYI","R","1","6.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0.00"
"896","Callahan Burke","COL","C","2","17.016666666667","0","0","0","0","0","-","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","4","33.33"
"899","Samuel Knazko","CBJ","D","2","30.316666666667","0","0","0","0","0","0.00","0","-","0","2","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","-"
"900","Mikael Pyyhtia","CBJ","L","2","23.933333333333","0","0","0","0","0","0.00","2","0.00","0.19","4","4","3","0","0","0","2","1","1","0","0","0","2","0","0","0","2","0","0","-"
"901","Elliot Desnoyers","PHI","L","4","46.166666666667","0","0","0","0","0","0.00","3","0.00","0.36","7","5","5","2","1","1","0","0","0","0","0","1","1","2","9","4","1","8","12","40.00"
"904","Matthew Kessel","STL","D","2","29.1","0","0","0","0","0","-","3","0.00","0.06","6","3","2","1","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","-"
"905","Josh Dunne","CBJ","C","8","68.4","0","0","0","0","0","-","3","0.00","0.53","9","8","6","3","1","1","6","3","3","0","0","3","1","0","19","11","1","23","23","50.00"
"907","Alex Steeves","TOR","C","3","23.4","0","0","0","0","0","-","3","0.00","0.3","5","5","4","2","0","0","0","0","0","0","0","1","0","2","3","4","0","0","0","-"
"908","Mike Hardman","CHI","L","8","80.666666666667","0","0","0","0","0","-","7","0.00","1.05","12","12","7","4","0","1","0","0","0","0","0","1","2","3","25","11","6","6","4","60.00"
"911","Jackson Cates","PHI","C","5","44.7","0","0","0","0","0","0.00","4","0.00","0.65","8","6","4","2","0","0","0","0","0","0","0","1","0","1","3","3","1","9","10","47.37"
"917","Matt Coronato","CGY","R","1","14.633333333333","0","0","0","0","0","0.00","4","0.00","0.27","6","5","3","1","0","0","2","1","1","0","0","0","2","1","1","0","0","0","0","-"
"922","Stanislav Svozil","CBJ","D","2","36.866666666667","0","0","0","0","0","-","2","0.00","0.15","6","5","2","1","0","0","2","1","1","0","0","0","1","0","1","0","1","0","0","-"
"923","Oskar Olausson","COL","R","1","7.0333333333333","0","0","0","0","0","-","0","-","0.07","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","-"
"933","Marc McLaughlin","BOS","C","2","17.533333333333","0","0","0","0","0","-","3","0.00","0.12","4","3","1","0","0","0","2","1","1","0","0","0","0","0","2","1","0","5","5","50.00"
